ID|Department|Num|Title|Units|Description 
ECTS6100|ECTS|6100|Field Work in Coordination and Supervision of Career and Technical Programs|3|Semester Prerequisite:  ECTS 5090 or ECTS 6090Supervised field work in supervision and coordination of career and technical programs. Students will contract to perform administrative tasks related to site-based instructional programs. Offered as ECTS 5100 and ECTS 6100; students may not receive credit for both. Formerly offered as ECTS 510.
ECTS6180|ECTS|6180|Field Work in Designated Subjects|3|Quarter Corequisite:  ECTS 501 and consent of instructorSupervised field work for the Designated Subjects Teaching Credential. Includes lesson planning and instructional delivery in an actual teaching environment with evaluation of teaching performance by the on-site supervisor. Offered as ECTS 5180 and ECTS 6180; students may not receive credit for both. Formerly offered as ECTS 518.
ECTS6190|ECTS|6190|Instructional Technology for Career and Technical Educators|3|Application of instructional technology to prepare written, graphic, data base, telecommunication and interactive media materials that accommodate diverse populations in career and technical education with an emphasis on English learner needs. Offered as ECTS 5190 and ECTS 6190; students may not receive credit for both. Formerly offered as ECTS 519.
ECTS6200|ECTS|6200|Curriculum Development for Career and Technical Programs|3|Theory and principles of curriculum development as they apply to vocational, occupational and professional courses. Students will develop a complete curriculum for a course that they could teach. Offered as ECTS 5200 and ECTS 6200; students may not receive credit for both. Formerly offered as ECTS 520.
ECTS6210|ECTS|6210|Assessing Student Progress|3|The development and use of evaluation instruments such as written tests, and criterion-referenced and norm-referenced evaluations. Offered as ECTS 5210 and ECTS 6210; students may not receive credit for both. Formerly offered as ECTS 521.
ECTS6220|ECTS|6220|Directing and Managing Occupational Programs|3|Principles and techniques of design, implementation, management and evaluation of training organizations and programs. Offered as ECTS 5220 and ECTS 6220; students may not receive credit for both. Formerly offered as ECTS 522.
ECTS6230|ECTS|6230|Learning Theory and Instructional Research|3|Application of psychological principles to learning processes relevant to all learners. Focus is on informed decisions about psycho-educational designs which will maximize individual development in cognitive, affective, and psychomotor areas. Offered as ECTS 5230 and ECTS 6230; students may not receive credit for both. Formerly offered as ECTS 523.
ECTS6350|ECTS|6350|Research in Career and Technical Education|3|Analysis and implementation of quantitative, qualitative, and mixed method research in Career and Technical Education.
ECTS6370|ECTS|6370|Foundations of Career and Technical Studies|3|Quarter Prerequisite:  graduate standingHistorical context, philosophy and development of vocational education.  Formerly offered as ECTS 637.
ECTS6380|ECTS|6380|Critical Issues for the Career and Technical Educator|3|Quarter Prerequisite:  ECTS 637 or consent of instructorCurrent legislation, program planning, professional development and current issues in vocational education. Formerly offered as ECTS 638.
ECTS6390|ECTS|6390|Professional Competencies in Career and Technical Studies|3|Quarter Prerequisite:  ECTS 638 or consent of instructorRoles of professional organizations, research in vocational education, grant writing and strategies for project evaluation. Formerly offered as ECTS 639.
